"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.563496316E1	-8.653798103E-1	1.846043348E0	3.037333965E0	3.658162910E0
1.564294215E1	-6.821975708E-1	1.545331717E0	2.382222176E0	2.920346920E0
1.565091957E1	-3.193616867E-1	1.434668541E0	1.560674667E0	2.143821617E0
1.565889797E1	7.323570251E-1	1.308180094E0	6.579208374E-1	1.637236024E0
1.566687840E1	-5.617141724E-3	1.258179903E0	3.947734833E-2	1.258811615E0
1.567486254E1	-9.424486160E-1	1.288422108E0	-1.139183044E-1	1.600380674E0
1.568284102E1	-1.605238438E0	1.256872892E0	2.148675919E-2	2.038867723E0
1.569081938E1	-1.956014633E0	1.409928083E0	3.441853523E-1	2.435642421E0
1.569879692E1	-1.873546124E0	1.781033516E0	8.293428421E-1	2.714786366E0
1.570677672E1	-1.758491516E0	2.062763214E0	1.250173569E0	2.984998901E0
1.571475641E1	-1.710176468E0	2.000416756E0	1.522568226E0	3.040490873E0
1.572273184E1	-1.618494511E0	1.825128317E0	1.495637894E0	2.861389621E0
1.573071020E1	-1.667734623E0	1.716818571E0	1.304569244E0	2.725932078E0
1.573869145E1	-1.869120121E0	1.626137972E0	1.044427872E0	2.688636143E0
1.574666961E1	-2.038296223E0	1.476037264E0	7.903561592E-1	2.637802183E0
1.575465125E1	-2.019761086E0	1.340940237E0	6.996049881E-1	2.523292036E0
1.576263438E1	-1.756618500E0	1.289414644E0	6.717295647E-1	2.280245444E0
1.577061742E1	-1.563438416E0	1.361085892E0	6.759271622E-1	2.180314659E0
1.577860012E1	-1.540881634E0	1.482197046E0	6.324882507E-1	2.229633531E0
1.578658192E1	-1.520839214E0	1.666776419E0	7.490959167E-1	2.377444056E0
1.579456188E1	-1.322073460E0	1.773011208E0	1.058703899E0	2.451999372E0
1.580254106E1	-1.040852070E0	1.754546881E0	1.409601212E0	2.479674044E0
1.581052156E1	-8.335609436E-1	1.565653801E0	1.547194958E0	2.353700896E0
1.581850387E1	-8.616991043E-1	1.389714718E0	1.311434746E0	2.096113889E0
1.582648578E1	-9.634432793E-1	1.424349070E0	1.095220089E0	2.038749682E0
1.583446520E1	-9.981107712E-1	1.453035831E0	8.796844482E-1	1.970122577E0
1.584244574E1	-9.972896576E-1	1.347610474E0	7.440476418E-1	1.834188524E0
1.585042613E1	-1.012289524E0	1.199956417E0	5.993871689E-1	1.680443531E0
1.585840781E1	-9.903116226E-1	1.103913546E0	5.865159035E-1	1.594786234E0
1.586638961E1	-8.937315941E-1	1.056829453E0	7.124376297E-1	1.556666962E0
1.587437254E1	-8.946790695E-1	1.135754347E0	9.331140518E-1	1.720781917E0
1.588235207E1	-1.063587666E0	1.264590502E0	1.175148964E0	2.027654543E0
1.589033254E1	-1.188781738E0	1.158751488E0	1.234482765E0	2.068780977E0
1.589831102E1	-1.338572025E0	1.135678053E0	1.217409134E0	2.136264194E0
1.590629195E1	-1.500413418E0	1.185894012E0	9.880356789E-1	2.152626195E0
1.591427074E1	-1.478280544E0	1.102178097E0	8.240518570E-1	2.019695865E0
1.592225215E1	-1.243000984E0	9.690215588E-1	7.749409676E-1	1.756299442E0
1.593023496E1	-1.119845867E0	8.780899048E-1	6.854119301E-1	1.579520864E0
1.593821649E1	-1.163575172E0	8.078718185E-1	7.292366028E-1	1.593220035E0
1.594619961E1	-1.223489761E0	7.701065540E-1	6.985354424E-1	1.605597417E0
1.595418414E1	-1.284817219E0	7.575404644E-1	6.787824631E-1	1.638709392E0
1.596216578E1	-1.349402428E0	8.324129581E-1	6.019139290E-1	1.695906431E0
1.597014680E1	-1.475490093E0	8.823676109E-1	5.317711830E-1	1.799562227E0
1.597812774E1	-1.469345570E0	9.621365070E-1	6.183524132E-1	1.861999669E0
1.598610738E1	-1.394526005E0	1.061599731E0	7.475419044E-1	1.905391211E0
1.599408727E1	-1.267375946E0	1.120248318E0	8.113827705E-1	1.876043731E0
1.600206832E1	-1.298128128E0	1.029047251E0	1.158043861E0	2.021173042E0
1.601004961E1	-1.171789646E0	8.994023800E-1	1.128698826E0	1.859025727E0
1.601803199E1	-1.128588200E0	7.897984982E-1	8.000459671E-1	1.592974118E0
1.602601270E1	-9.732484818E-1	6.872465611E-1	5.297083855E-1	1.303883207E0
1.603399328E1	-9.340925217E-1	6.980128288E-1	4.047660828E-1	1.234336393E0
1.604196805E1	-8.635597229E-1	6.709761620E-1	3.102951050E-1	1.136761830E0
1.604994500E1	-8.002276421E-1	6.712248325E-1	3.564171791E-1	1.103603308E0
1.605792719E1	-8.861227036E-1	7.447764874E-1	5.305385590E-2	1.158758031E0
1.606590762E1	-2.985677719E-1	6.609754562E-1	-1.470346451E-1	7.400340904E-1
1.607388527E1	-2.382359505E-1	5.794260502E-1	1.157763481E0	1.316399329E0
1.608186645E1	-3.025088310E-1	6.896650791E-1	1.437833309E0	1.623118646E0
1.608984754E1	-6.198382378E-1	7.712054253E-1	1.481305122E0	1.781354012E0
1.609783106E1	-7.963604927E-1	8.436725140E-1	1.598750114E0	1.975341812E0
1.610581434E1	-8.032622337E-1	8.574013710E-1	1.425042152E0	1.846919723E0
1.611379688E1	-7.254128456E-1	8.899650574E-1	1.365980625E0	1.784422783E0
1.612178094E1	-5.601329803E-1	9.302821159E-1	1.011038780E0	1.483702526E0
1.612976285E1	-6.848282814E-1	9.377608299E-1	4.903120995E-1	1.260472572E0
1.613774629E1	-7.559514046E-1	1.016944170E0	3.009653091E-1	1.302389377E0
1.614572949E1	-7.989969254E-1	9.040386677E-1	2.915916443E-1	1.241252467E0
1.615371531E1	-9.283933640E-1	7.896630764E-1	2.608814240E-1	1.246411300E0
